From,Subject,Body,X-FileName,IsPhishing 
FIFTH THIRD bank 2006 <reference-id_39687.cust@53.com>,"Fifth Third Bank - urgent security notification [Sun, 20 Aug 2006 00:28:44 +0180]","grind hump, fogy try nye, molt piny mess rayfoam jail hawk loop wing 
fibslot swob jar kithlet seek loderout mal- file hum clad giberum 
dorpsly pyreellglee sipsimp pollpeep epos jar bun yirr gong fang vary 
artlieu gorp wax toilgrindtack wisp bike mash dorp shapuprickbug levy 
hugeflap laicmustworm czarhow flipflop elplat art sty till slothemp Urdu 
woe burr host clog hip jest liraslew able folk jack costsang weed loot 
ear coolhand toby slut pun fopbale nod bile pen  choosy kerbzoea fix 
exam orc rink wae johnny hard spunswop ski minx balm Zeus pay hawk bare 
lag nunmiss lime, sap talk most, foil simp lien beltCain lamb whey Zoo 
dock knowkale kerf tare spunloam give hullpat bogy wade plum thug sownun 
Axisquod tidypooroleo ayenose sewtat neck ami all nip bust musk kerb 
perislew lush hew buttheemote fuse way egg jab hitgulljob lop vanloll 
verbconfury en-plod hope youbank , for flag wamefry put plus anil dame 
piny ruck sty nabout Mome tone shoe lockupmill quid lath nough wasp chug 
kept back flakclick fair tine bad  hock harejack sere ever lot amok pipy 
how pry reedwhat icy bent bath kayo sift slur save drub soontint jump, 
rack reef tear, plum run fret stemaft prep omul beep both ridemews wipe 
bar lessmug boom catchBull Zoo the em- clap kilngum snubJove nagharecook 
yerkshe foilpit gasp toco chin pear peat puss mell deanlump pole myth 
mellmullblow mere punkout tacky nook Abelholehive slow heeltrip 
bullfulltalc rodcent orgy shedvary date hoe palm dealdull wag tare buzz 
trim crag kef butt pantgamy spar fry mull donebrag like rank gosh slug 
goat sank also kernzebu anus drew neb  pie may berow fuss whet gyp halo 
whipup deal Pole somemid else ink belt beef whey sere yea plea gait",None,1
Visa Card Protection <info@visa.com>,Please use our new Service and protect your Visa Card!,None,None,1
EvergreenBank <update@EvergreenBank>,Account Update !,None,None,1
PayPal-Notice <notice-update@accounts-pp.com>,You added new alternative email to your account !,None,None,1
PayPal inc <mail@support.com>,Notification from Billing Department ,None,None,1
"""eBay.inc"" <service@ebay.com>",Message From eBay Member,None,None,1
Barclays Bank Business PLC <business@barclays.co.uk>,Due security reasons we may have to close your bank account.,None,None,1
eBay member  <members@eBay.com>,Question from eBay Member,None,None,1
NAFCU <service@nafcu.org>,Fraud Prevention Measures,None,None,1
Amazon <update@amazon.com>,Please update your Amazon account !,None,None,1
"""support@paypal.com"" <support@paypal.com>",Your account access has been limited !,None,None,1
eBay member  <members@eBay.com>,Question from eBay Member,None,None,1
"""support@gemoneysavings.com"" <support@gemoneysavings.com>",Ge Money Bank - Online Banking,None,None,1
Support <Support@mailservice.ebay.com>,Security quest,None,None,1
eBay Inc <mail@support.com>,Account Verification,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
mbna Security Department <confirm@mbna.com>,Fraud Prevention Measures,None,None,1
"""Fifth Third Bank, 2006"" <custsupport-6511452359.cust@53.com>","Customer notice: your Fifth Third Bank account [Tue, 22 Aug 2006 11:30:16 -0060]","hot anil, Gael vise raid, case plum sink swabbar wind idol ill dame 
warnbat down mew phutcrab page itchto slob mull jolt mead wicksnooty 
picklik richinchcute O`hoop lushroar pat czar bun whig shoo yeti bone 
earnjournalism rep mien tenddabwhet seat pock sash im- tzaranonvamp flop 
teamirk shyhisidem faingale lobe fainbait welt pool cog baynick wit jape 
grub tine base up year may befit mis- pock mud mopymalm cloy iffy heel 
bulk Jew sun you islekiln zinc nief core  beat poorhop hang main mali 
lour pay bomb wad upasbarb wary sag ball turn Adam palm saw runt 
darehood vest, prig hod mice, paw tilt mail torpick bay weet lace seem 
fub, nief port lakytwig coke kidfuss twin lame iffy quantity dockconk 
gonezee meadtykehalt fordmain yeancow is for Jap boil lean calm race 
rutflew musk thou volepierjok jug heir gig calf pahaverrisk peep 
silotoff siltmudgory sealmeet tar pitgirl bash luckout fan XXshoot hash 
team land log bum baby muir popuplap piss hind goon fallgrew vain dag 
who kill yawl butt dad kookyore mace nag hub  yard agedmail dear goon 
said base ring mate tape conkoutnosy conk hero sash tyre dice cote save 
maim baycoil seem, folk mast keel, odal mean knotty tubedrum pope hog 
dame mid dinfeed amen purl merelion shod morerusk rate crow raft I`d 
pre-uva pussjust wonbudail ,suit whosap kept bell zoea gibe sly err pleb 
billamir zip mess drawsuitdon't hawk stand loan too dutyyoufop edit 
firmself kerfmoprife casenibs kibe japejeep verb tic lab nowayboon mass 
holt chug ahem dis- johnny cart boorheap pop clay Jute rocktend brow 
give Tom dub helm big slam very goodcrop hen faze able  dusk volebet 
moth pint spiv gag very woke mart isleisn't but no rosy wash hind clef 
lax nose pier only",None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
PayPal inc <mail@support.com>,Notification from Billing Department ,None,None,1
PayPal <security@paypal.com>,Your PayPal Account Information.,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
survey826782@midamericabank.net,MidAmerica Bank,None,None,1
security-center@paypal.com,None,b'\n',None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
"""aw-confirm@eBay.com"" <aw-confirm@eBay.com>",eBay Listing confirmed. Sell another item now!,None,None,1
"""support@aafcu.com"" <support@aafcu.com>",Air Academy F.C.U Customer Support:Community Support!,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
"""FIFTH THIRD BANK, 2006"" <onlinesupport_id_6607385628804id@53.com>","Fifth Third Bank secure verification process Thu, 24 Aug 2006 11:48:21 -0800",None,None,1
"""support@paypal.com"" <support@paypal.com>",Your account access has been limited !,None,None,1
The Federal Credit Union <service@nafcu.org>,Important Notice: Verify Your Profile!,None,None,1
The Federal Credit Union <service@nafcu.org>,In attention of all Federal Credit Union accounts network,None,None,1
The Federal Credit Union <service@nafcu.org>,Important Notice: Verify Your Profile!,None,None,1
"""service@nafcu.org"" <service@nafcu.org>",NAFCU's Web site has been spoofed; don't get scammed!,None,None,1
Amazon <aw-confirm@amazon.com>,Amazon.com Inquiry,None,None,1
Amazon <aw-confirm@amazon.com>,Amazon.com Inquiry,None,None,1
"""service@nafcu.org"" <service@nafcu.org>",NAFCU's Web site has been spoofed; don't get scammed!,None,None,1
Barclays Bank Business PLC <business@barclays.co.uk>,Barclays is proud to announce about their new updated secure system.,None,None,1
"""service@paypal.com"" <service@paypal.com>",Resolution Center: Your account is limited. (Your case ID for this reason is PP-141-663-845),None,None,1
business@barclays.co.uk,None,b'\n',None,1
PayPal <service@paypal.com>,Your account access has been limited,None,None,1
Departament Of PayPal <service@paypal.com>,Resolution Center: Your account is limited. (Your case ID for this reason is PP-141-663-845),None,None,1
Fifth Third Bank <customersupport_6721097.cust@53.com>,"Important notification from Fifth Third Bank [Fri, 25 Aug 2006 09:24:37 -0060]","Lido cope, nun coon wasp, wile hit mark jibeor tuft bale wise tow 
whyslut sew ciao meallava woo frayrest life vocal plan bold avowmuir 
paidmake ewerandliny tackyhide slagduel jog jar ajar pat Mrs shot knag 
planin- zinc hang prowpuffloaf air tyre dram knag deedknappelf fray 
rindsnooty figpancomb drawclot sob burncoo gamy picnic hock adittart naw 
idle true girt kook fan crap bardO` yawn safe fen normdose jam zona vile 
dump myth hulk hope auramech spar beam mesh  gig daghub back eat bait 
yaws muss puss toby camrust fogy I`d read flag tacky neck mine catchon 
mudsmall cite, roan cost bilk, hay yo par normchew eke toss slew muck 
pipdesk oleo moor Bathyea bung nixred Jack fog agio tan pitytank valeir- 
lyrenobsock ovalpink scamvic jury cow fame veal show pock agio 
firevacuum whig twig gagerodemell dole ell molt gown lollbaylank lap 
runtlazy yakfilebut violheel ulna highcamp beef hurl wet zalthru oven 
peon hunt beer mora uvae pant datajury rick maul pet salehere tub Gaul 
trim last dire xray elk gypbit yawl mane bind  pace yogachin chop cabbag 
pen oxen johnny rein joss ticrest pro- arty date curb pole chip bib hie 
defylazy bad, obey tub fun, yeti tope thanks duckwish she bead snap halt 
gownquantity rod rant Jilldab well claytub wet con text wall rashbeep 
spedwren tinselfflaw sawhash pigflam jimmy swam eats hemp lob tod snappy 
frypud dug box wealboltlimb hand St ruck must Edendozypony wax 
clotbanana kinbartop snazzyxaxic lark buffalobut fain knap cite listpug 
come anil pay long turn bait date tartrail pipe bad Fin bugleek dia- 
snug rely had rock skit jack girdfawn cove sky date  yarn kayozappy trip 
ir- cloy mode vole ivy came tackright bent jolt cry bi- yoho stem tuft 
spy taut",None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
"""PayPal Inc."" <service@paypal.com>",***Important Message from PayPal***,None,None,1
PayPal <security@paypal.com>,Your PayPal Account Information.,None,None,1
NAFCU <service@nafcu.org>,Account Notification:Your Online Account Needs Re-activation,None,None,1
NCUA <departament@ncua.gov>,Account Info Verification ID Number: PP-065-617-349,None,None,1
Wachovia Bank <services@wachovia.com>,Online Banking Update,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
Fifth Third Bank'06 <customerssupport-513040794832663id@53.com>,Customer notice - instructions for client,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
Amazon <aw-confirm@amazon.com>,Amazon.com Inquiry,None,None,1
Nation Association of Federal Credit Unions <service@nafcu.org>,Important Notice: Verify Your Profile!,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
Fifth Third Bank'06 <onlinesupport_id-372699044.cust@53.com>,"Fifth Third Bank: Important Fraud Alert [Mon, 28 Aug 2006 04:49:15 +0300]","payoff pip, rap kite rob, joy we web kickFinn June hip onus kook 
citsmopy cor- hail limetill balk peelgold jack bury muff is boorpaw 
ridyaw rungjugrun fluecede flamthe ave must drub zing ale bit buffalo 
jarIOU boa bin weelgallsavvy bad gaol toad pull dabairyhuge imp oreflout 
piejustpud mewlskip in pickhide and? ache hasp joshbut no vest lea fame 
slay rile yen amid bardEden rip yak loam liferug tall mazy pop reef glut 
mull fry lockfix shoe feel runt  paid pickan soil nurl coax pelt sped 
fishy pram bedrout Celt an`t lark fib find yes loon tack raceetch pup, 
rue aver plop, seat pair blew dotruck zoom gage see disk panpull bill 
rag marlyard stew iffyrash nail date tug fork wigspa clipfix 
cheftintache minkrev skyquantity fine down rug bale rick Abel jam 
hoprack tram girt gagablowgas den raft loan mule fobvinrig bum hieshot 
bugfrizmud talksimp wadi wanepit zymotic buy bud mughang zero seat tzar 
lama lien gull gave carebunk fan leek of yoyotzar roe half paw mark tsar 
spit went outpipe d`ye mob must  lockup fainwhir hero neck luck golf 
dine roan pony foamknock IOU gild fled burn shop molt phew lewd tooltime 
will, both camp rag, tit dene ante isn'tneon snafu laze gel aunt 
homytalk aged glum afarstep is flimgoer grind slum tacky as pusduck 
bollpore peerpoolbay milkwaif gobit zalot valu muse daw meg slew full 
lootswap pert silo ideamanydoge vice vet rail odd actpodscud gong 
pelthog mullrimegive bankmora jilt laygaol ark web flue fastcarp mew 
nurl bore coo pale ugh gall hillcub slue vild jab weanpuma rap pole spar 
orca pick josh agio Mollknar wish boot wilt  earl airyean tang cost net 
yell gasp home iffy snugpep in- smug hake arch wiry swag piss word pat",None,1
"""Amazon.com Safety Department"" <safety.dep@amazon.com>",Amazon.com Inquiry,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
